article_id,full_name,sex,birth_year,death_year,city,state,country,continent,latitude,longitude,occupation,industry,domain,article_languages,page_views,average_views,historical_popularity_index
37145,Lucretius,Male,-99,-55,Other,,Unknown,,,,Philosopher,Philosophy,Humanities,56,2366355,42256,27.5164
6860726,Jack the Ripper,Male,1850,1900,Other,,United Kingdom,Europe,,,Extremist,Outlaws,Public Figure,55,26544061,482619,27.5157
11508,Francis Drake,Male,1540,1596,Tavistock,,United Kingdom,Europe,50.545,-4.15,Pirate,Outlaws,Public Figure,82,8493359,103578,27.515
162276,Frida Kahlo,Female,1907,1954,Coyoacán,,Mexico,North America,19.35,-99.16167,Painter,Fine Arts,Arts,112,24591278,219565,27.5025
2062,Amerigo Vespucci,Male,1454,1512,Florence,,Italy,Europe,43.78333,11.25,Explorer,Explorers,Exploration,66,8051998,122000,27.5007
27827075,Gabriel García Márquez,Male,1927,2014,Aracataca,,Colombia,South America,10.59369,-74.19281,Writer,Language,Humanities,103,19679103,191059,27.4937
29922,Thomas Jefferson,Male,1743,1826,Shadwell,VA,United States,North America,38.01238,-78.41778,Politician,Government,Institutions,113,26350722,233192,27.4789
716868,Vlad III the Impaler,Male,1431,1476,Sighişoara,,Romania,Europe,46.21694,24.79111,Nobleman,Government,Institutions,58,10926855,188394,27.4686
44240,Catherine II of Russia (the Great),Female,1729,1796,Szczecin,,Poland,Europe,53.4325,14.54806,Nobleman,Government,Institutions,82,11407818,139120,27.4659
24953,Pelé,Male,1940,2020,Três Corações,,Brazil,South America,-21.69472,-45.25528,Soccer Player,Team Sports,Sports,88,24153197,274468,27.4466
23805,Pope John Paul II,Male,1920,2005,Wadowice,,Poland,Europe,49.88333,19.48333,Religious Figure,Religion,Institutions,110,38369456,348813,27.4423
90625,Basho,Male,1644,1694,Iga-Ueno,,Japan,Asia,,,Writer,Language,Humanities,101,3080802,30503,27.4402
231699,Giacomo Casanova,Male,1725,1798,Venice,,Italy,Europe,45.4375,12.33583,Writer,Language,Humanities,61,8481120,139035,27.4066
22413,Oliver Cromwell,Male,1599,1658,Huntingdon,,United Kingdom,Europe,52.3364,-0.1717,Politician,Government,Institutions,70,12635265,180504,27.4027
113093,Djoser,Male,-2700,-2649,Other,,Unknown,Unknown,,,Politician,Government,Institutions,47,1424091,30300,27.3983
113093,Djoser (possible),Male,-2700,-2611,Other,,Unknown,Unknown,,,Politician,Government,Institutions,47,1424091,30300,27.3983
84096,Ptolemy I Soter,Male,-367,-283,Other,,Unknown,,,,Military Personnel,Military,Institutions,50,1992173,39843,27.3973
10979,Franklin D. Roosevelt,Male,1882,1945,Poughkeepsie,NY,United States,North America,41.78333,-73.9,Politician,Government,Institutions,113,34162617,302324,27.3888
20754760,Kublai Khan,Male,1215,1294,Other,,China,Asia,46,105,Politician,Government,Institutions,69,5144799,74562,27.3855
24874360,"Horatio Nelson, 1st Viscount Nelson",Male,1758,1805,Norfolk,,United Kingdom,Europe,52.936,0.76,Military Personnel,Military,Institutions,62,2583710,41673,27.3833
55271,Francisco Pizarro,Male,1471,1541,Trujillo,Cáceres,Spain,Europe,39.46528,-5.87889,Explorer,Explorers,Exploration,67,7238953,108044,27.3612
21473,Nikola Tesla,Male,1856,1943,Smiljan,,Croatia,Europe,44.56667,15.31667,Inventor,Invention,Science & Technology,111,42369769,381710,27.3472
20979,Mikhail Gorbachev,Male,1931,2020,Stavropol,,Russia,Europe,,,Politician,Government,Institutions,100,16776035,167760,27.3263
22680,Oda Nobunaga,Male,1534,1582,Nagoya,,Japan,Asia,35.18556,136.89861,Military Personnel,Military,Institutions,49,15338264,313026,27.3249
64963,Édith Piaf,Female,1915,1963,Paris,,France,Europe,48.87389,2.38528,Singer,Music,Arts,91,17576513,193148,27.32
12153654,Elizabeth II,Female,1926,2020,London,,United Kingdom,Europe,51.50876,-0.14743,Nobleman,Government,Institutions,127,54551771,429542,27.3167
19848,Max Planck,Male,1858,1947,Kiel,,Germany,Europe,54.33333,10.13333,Physicist,Natural Sciences,Science & Technology,103,6995718,67920,27.315
17888,Leon Trotsky,Male,1879,1940,Yelizavetgrad,,Ukraine,Europe,48.5,32.26667,Politician,Government,Institutions,98,12668544,129271,27.2965
65174,Gustav Mahler,Male,1860,1911,Kaliště,,Czech Republic,Europe,49.59306,15.30417,Composer,Music,Arts,76,7499603,98679,27.2288
7673195,Pablo Neruda,Male,1904,1973,Parral,,Chile,South America,-36.15,-71.83333,Writer,Language,Humanities,95,15642095,164654,27.2282
25433,Ronald Reagan,Male,1911,2004,Tampico,IL,United States,North America,41.63056,-89.78528,Politician,Government,Institutions,107,35787293,334461,27.2281
14573,Isaac Asimov,Male,1920,1992,Petrovichi,,Russia,Europe,53.96667,32.16667,Writer,Language,Humanities,89,12760596,143377,27.2274
10858,Franz Kafka,Male,1883,1924,Prague,,Czech Republic,Europe,50.08333,14.41667,Writer,Language,Humanities,120,23538969,196158,27.2208
23860776,Maximilien Robespierre,Male,1758,1794,Arras,,France,Europe,50.2897,2.7808,Politician,Government,Institutions,67,7014504,104694,27.1949
18951335,Arthur Conan Doyle,Male,1859,1930,Edinburgh,,United Kingdom,Europe,55.95306,-3.18889,Writer,Language,Humanities,90,11410788,126787,27.1892
52139,Audrey Hepburn,Female,1929,1993,Ixelles,,Belgium,Europe,50.83333,4.36667,Actor,Film And Theatre,Arts,80,34983096,437289,27.1613
11291214,Coco Chanel,Female,1883,1971,Saumur,,France,Europe,47.26,-0.0769,Fashion Designer,Design,Arts,57,20727593,363642,27.1606
44887,Robert Alexander Schumann,Male,1810,1856,Zwickau,,Germany,Europe,50.71667,12.5,Composer,Music,Arts,76,8565063,112698,27.1574
60633,Dmitri Mendeleev,Male,1834,1907,Tobolsk,,Russia,Europe,58.19528,68.25806,Chemist,Natural Sciences,Science & Technology,109,8276448,75931,27.1571
24503,Pyotr Ilyich Tchaikovsky,Male,1840,1893,Votkinsk,,Russia,Europe,57.05,54,Composer,Music,Arts,107,16458359,153816,27.1449
51831,Valerian,Male,200,264,Other,,Unknown,Unknown,,,Politician,Government,Institutions,47,771977,16425,27.1442
44888,Franz Schubert,Male,1797,1828,Alsergrund,,Austria,Europe,48.22528,16.35694,Composer,Music,Arts,91,12991222,142761,27.1438
55917,Simón Bolívar,Male,1783,1830,Caracas,,Venezuela,South America,10.5,-66.91667,Politician,Government,Institutions,112,19164374,171110,27.1433
49407,Pliny the Younger,Male,61,113,Como,,Italy,Europe,45.81667,9.08333,Writer,Language,Humanities,49,2046422,41764,27.1431
804581,Anne Frank,Female,1929,1945,Frankfurt,,Germany,Europe,50.11667,8.68333,Writer,Language,Humanities,77,26806636,348138,27.1032
13736167,Paul McCartney,Male,1942,2020,Liverpool,,United Kingdom,Europe,53.443,-2.955,Musician,Music,Arts,88,33759450,383630,27.0985
984,Agatha Christie,Female,1890,1976,Torquay,,United Kingdom,Europe,50.4792,-3.5305,Writer,Language,Humanities,91,19500789,214294,27.0901
48068,Maurice Ravel,Male,1875,1937,Ciboure,,France,Europe,43.3864,-1.6667,Composer,Music,Arts,61,6871143,112642,27.084
21511,Niccolò Paganini,Male,1782,1840,Genoa,,Italy,Europe,44.41111,8.93278,Musician,Music,Arts,64,5298435,82788,27.081
67379,Franz Liszt,Male,1811,1886,Raiding,,Austria,Europe,47.56667,16.53333,Musician,Music,Arts,72,10862009,150861,27.0739
61322,Alcibiades,Male,-450,-404,Athens,,Greece,Europe,37.96667,23.71667,Politician,Government,Institutions,42,1986688,47302,27.0543
21492751,Nelson Mandela,Male,1918,2013,Mvezo,,South Africa,Africa,-31.95,28.516,Social Activist,Activism,Public Figure,133,67714052,509128,27.0542
10130,Emperor Jimmu,Male,-711,-585,Kyushu,,Japan,Asia,33,131,Politician,Government,Institutions,40,3709658,92741,27.048
44112,John Dalton,Male,1766,1844,Eaglesfield,,United Kingdom,Europe,54.63,-3.41,Chemist,Natural Sciences,Science & Technology,72,11134146,154641,27.0386
